category,count
"Indian, Asian, Vegetarian",9
"Sandwich, American, Deli",9
"Mexican, Latin American, New Mexican, Family Friendly, Alcohol",9
"Wings, Chicken, Fried Chicken, American",9
"American, Steak, Comfort Food",9
"Japanese, Asian, Sushi, Alcohol",9
"Breakfast and Brunch, American, Sandwich",9
"Healthy, Mexican, Salads, Family Meals",9
"Sandwiches, American",9
"Italian, Pizza, Sandwich, Salads, Pasta",9
"Japanese, Asian, Asian Fusion",9
"Japanese, Asian, Sushi, Exclusive to Eats",9
"Bubble Tea, Coffee and Tea",9
"Burgers, American, Sandwiches, Breakfast and Brunch",9
"American, Comfort Food, Sandwiches",9
Traditional American,9
"Vegan, Vegetarian, Burgers",9
Bar Food,9
"Thai, Asian, Asian Fusion",9
"American, Breakfast and Brunch, Family Meals",9
"Comfort Food, American",9
"Chinese, Family Meals",9
"Burgers, American, Sandwiches, Group Friendly",9
"American, Burgers, Sandwiches, Alcohol",9
"Indian, Indian Curry",9
"Seafood, American, Southern, Exclusive to Eats",9
"Indian, Asian",9
"Korean, Asian",9
"BBQ, American, Sandwiches",9
Latin American,9
"American, Breakfast &amp; Brunch, Comfort Food",9
"BBQ, American, Burgers, Exclusive to Eats",9
"pizza, Italian, Comfort Food",9
"American, Breakfast and Brunch, Burgers",9
"American, Breakfast and Brunch, Desserts, Allergy Friendly",9
"Steak, Salads, Family Meals, Burgers, Healthy, American, Sandwiches, Seafood, Alcohol",9
"Burgers, American, Vegetarian Friendly",9
"Black-owned, Mexican, Latin American, New Mexican",9
"Salads, Sandwich, Deli",9
"Bakery, Desserts, American",9
"Burgers, American, Sandwiches, Wings, Salads",9
"Chinese, Group Friendly",9
"Fried Chicken, pizza",9
"Healthy, Sandwich, Soup",9
"wings, American, Chicken",9
"African, Ethiopian, Vegetarian, Healthy",9
"Deli, Salads, Sandwich",9
"Juice and Smoothies, Healthy, Drinks",9
"American, Sandwich, Burgers, Wings",8
"American, Fast Food, Family Meals, Family Friendly",8
"American, Seafood, Steak",8
"Fried Chicken, Traditional American, Comfort Food, Dinner, Family Meals, Family Friendly",8
"American, Comfort Food, Family Meals",8
"Burgers, American, Sandwiches, Family Meals, Family Friendly",8
"Sandwich, American, Family Friendly",8
"Pizza, Italian, Sandwich",8
"American, Cheesesteak, Sandwiches, Alcohol",8
"Traditional American, Burgers, Wings, Comfort Food, Pasta, Salads, Sandwiches, Steak, American",8
"Mexican, Tacos, Family Meals",8
"Vietnamese, Asian, Noodles",8
"Chinese, Asian Fusion",8
"Italian, Pasta, Alcohol",8
"Latin American, Mexican, Desserts",8
"Deli, Sandwich, American",8
"Sandwiches, American, Healthy, Allergy Friendly",8
"Ramen, Japanese, Noodles",8
"American, Juice and Smoothies",8
"American, Salads, Sandwich",8
"Everyday Essentials, Convenience, Grocery, Snacks",8
"American, Chicken",8
"American, BBQ, Comfort Food",8
Hawaiian,8
"American, Traditional American, Seafood, Family Meals",8
"Indian, Vegetarian, Asian, Healthy, Family Friendly",8
"American, Family Meals, Comfort Food, Pasta, Salads, Sandwiches, Steak, Wings, Burgers",8
"Healthy, Salads, Vegan",8
"Convenience, Everyday Essentials, Grocery, Snacks, Home &amp; Personal Care, Alcohol",8
"Italian, Pizza, Family Meals",8
"Pizza, Wings, Desserts, Sandwiches, Family Friendly",8
"Italian, Pizza, Sandwich",8
"Pizza, Sandwich",8
"Desserts, PIzza, Salads",8
"Caribbean, Hawaiian",8
"Juice and Smoothies, Drinks",8
"Bubble Tea, Coffee and Tea, Juice and Smoothies",8
"Ice Cream &amp; Frozen Yogurt, Comfort Food, Desserts, Allergy Friendly",8
"American, Burgers, Sandwich, Alcohol",8
"American, Wings, Sandwich",8
"Mexican, Allergy Friendly",8
"Indian, Pakistani, Indian Curry, Vegetarian, Vegan",8
"Grocery, Convenience, Snacks, Everyday Essentials",8
"Indian, Pakistani, Indian Curry, Chicken, Halal, Vegetarian, Gluten Free, Vegan, Fast Food",8
"Bakery, Desserts, Kids Friendly",8
"Mexican, Breakfast and Brunch, Tacos",8
"American, Traditional American, Burgers",8
"Mexican, Burritos",8
"Coffee and Tea, American, Breakfast and Brunch, Allergy Friendly",8
"Chinese, Asian, Asian Fusion, Allergy Friendly",8
"Sandwich, American, Salads",8
"Burgers, American, Hot Dog",8
"American, Seafood, Family Meals, Family Friendly",8
"Sandwich, American, Fast Food, Salads, Desserts",8
"Pizza, American, Salads, Healthy",8
"Mexican, Comfort Food",8
"Steak, Brazilian",8
"American, Chicken, Sandwiches",8
"Açaí, Juice and Smoothies, Drinks, Breakfast and Brunch, Healthy, Cafe, Vegetarian Friendly, Vegan Friendly",8
"American, BBQ, Chicken",8
"American, Desserts, Comfort Food",8
"Mexican, Tacos, Comfort Food",8
"Pizza, Wings, Salads, Healthy",8
"American, Healthy",8
"Hawaiian, Asian Fusion",8
"Vietnamese, Asian",8
"American, BBQ, Grocery, Sandwich",8
"American, Breakfast &amp; Brunch, Salads",8
"Japanese, Sushi, Noodles",8
"Colombian, Latin American, Latin American",8
"American, Burgers, Pizza, Salads",8
"Black-owned, Mexican, Latin American, New Mexican, Family Meals",8
"Alcohol, Everyday Essentials, Convenience, Snacks",8
"American, Burgers, Fast Food, Comfort Food, Family Friendly",8
"American, Wings, Sandwich, Burgers",8
"Seafood, Fish &amp; Seafood, Fish and Chips",8
"wings, American, Burgers, Family Friendly",8
"Desserts, Pastry, Bakery",8
"American, Hot Dog, Burgers",7
"Asian, Vietnamese",7
"Wings, Asian, Chicken, Family Friendly, Group Friendly",7
"Sandwich, Salads, Family Meals, Healthy, Group Friendly",7
"American, Sandwiches, Pizza",7
"Indian, Pakistani, Chicken, Halal, Vegetarian",7
"American, Steak, BBQ",7
"Seafood, Cajun",7
"Indian, Vegetarian, Halal, Pakistani, Vegan",7
"Vietnamese, Noodles, Sandwich",7
"Liquor Stores, Alcohol, Wine",7
"Mexican, Salads, Kids Friendly, Healthy",7
"Italian, wings, Pizza, American",7
"American, Chicken, Drinks",7
"Mexican, Tex Mex, Tacos, Alcohol",7
"American, Salads, Sandwiches",7
"Mexican, Tex Mex, Latin American",7
"Chinese, Indian, Asian",7
"Mexican, Seafood, Salads",7
"Chinese, Vegetarian, Seafood",7
"Fast Food, American, Family Meals",7
"American, Sandwiches, Desserts",7
"Italian, Pasta, Comfort Food, Exclusive to Eats",7
"Mediterranean, Greek, Vegetarian, Family Meals, Healthy",7
"Seafood, Fish &amp; Seafood",7
"Vietnamese, Noodles",7
"Mexican, Tacos, Burgers",7
"Breakfast and Brunch, Mexican",7
"Halal, Mediterranean",7
"American, Family Friendly, Alcohol",7
"American, Burgers, Exclusive to Eats",7
"Italian, Pizza, Salads",7
"Breakfast and Brunch, American, Salads, Steak, Sandwich, Family Meals, Healthy",7
"American, Burgers, Chicken, Pasta, Healthy",7
"BBQ, American, Family Meals",7
"Sandwiches, American, Healthy, Exclusive to Eats",7
"Vietnamese, Asian, Sandwich",7
"Dinner, Italian, Pasta",7
"Fast Food, American, Chicken",7
"Vietnamese, Asian, Asian Fusion",7
"JuiceAndSmoothie, Healthy, Fast Food, Juice and Smoothies",7
"Mexican, Chicken",7
"American, Snacks, Kids Friendly",7
"Sandwich, Salads, Breakfast and Brunch, Family Meals, Healthy, Pizza, American, Chicken",7
"Asian, Asian Fusion, Noodles",7
"American, Sandwich, Comfort Food, Fast Food, Kids Friendly",7
"BBQ, American, Comfort Food, Family Meals",7
"BBQ, American, Comfort Food",7
French,7
"Snacks, Everyday Essentials, Convenience, Grocery, Home &amp; Personal Care",7
"Pizza, Salads, Healthy",7
"American, burger, Fast Food, Group Friendly",7
"Diner, Breakfast and Brunch, Burgers, Comfort Food, Family Friendly",7
"Vietnamese, Family Friendly",7
"Asian, Asian Fusion, Vietnamese",7
"pizza, Sandwich, Comfort Food",7
"Pizza, Wings, Salads",7
"Breakfast and Brunch, American, Dinner, Bakery, Desserts, Family Meals",7
"Japanese, Family Friendly, Group Friendly",7
"Sushi, Family Friendly",7
"Seafood, American, Southern, Allergy Friendly",7
"Mexican, Latin American, New Mexican, Tex Mex",7
"Pizza, American",7
"Wings, Chicken",7
"Salads, Sandwich, Healthy",7
"Salads, Healthy, Fast Food, Sandwich, American",7
"American, Sandwiches, Wings",7
"Convenience, Ice Cream + Frozen Yogurt, Snacks, Desserts, Everyday Essentials",7
"American, BBQ, Burgers",7
"American, Wings, Salads, Healthy, Family Meals",7
Family Meals,7
"American, burger, Sandwich",7
Peruvian,7
"Steak, Brazilian, Latin American, Salads, Healthy",7
"Japanese, Exclusive to Eats",7
"Burgers, Chicken, Wings",7
Caribbean,7
Comfort Food,7
"Breakfast and Brunch, American, Sandwiches, Exclusive to Eats",7
"Mediterranean, Greek, Family Meals",7
"Burgers, American, Sandwich, Alcohol",7
"Desserts, Breakfast and Brunch",7
"Burgers, BBQ, BBQ, American",7
"Mexican, Tex Mex, New Mexican",7
"Asian Fusion, Asian, Korean, Allergy Friendly",7
"American, Southern",7
"Bubble Tea, Juice and Smoothies",7
"American, Sandwich, Wings",7
"Desserts, Bakery, Cupcakes",7
"Sushi, Asian, Japanese, Family Meals",7
"Sandwich, Soup, Salads",7
"Pizza, Wings, Comfort Food",7
"American, Burgers, Sandwiches, Convenience, Snacks, Everyday Essentials",7
"American, Fast Food, Hot Dog",7
"Sandwich, Bakery, Salads, Breakfast and Brunch, Healthy",7
"American, New American",7
"Healthy, Mexican, Salads",7
"American, Diner, Salads, Steak, Sandwich, Family Meals, Healthy",7
"Asian, Desserts, Juice and Smoothies, Allergy Friendly",7
"Halal, Gyro, Mediterranean",7
"Everyday Essentials, Home &amp; Personal Care, Pharmacy, Convenience, Baby",6
"Vietnamese, Noodles, Pho",6
"American, Chicken, Seafood",6
"Breakfast and Brunch, American, Desserts",6
"American, Comfort Food, Seafood, Traditional American",6
"American, Burgers, Bar Food, Sandwiches, Burgers",6
"Comfort Food, Cajun, Fish &amp; Seafood",6
"American, Wings, Chicken, Burgers",6
"Indian, Family Meals, Family Friendly",6
"American, Wings, Pizza",6
"Ice Cream &amp; Frozen Yogurt, Desserts, American",6
"Mexican, Tex Mex, Family Friendly",6
"American, Wings, Salads",6
"Burgers, Sandwiches, Pizza",6
"Traditional American, Mexican, BBQ, Family Meals, Family Friendly",6
"American, Burgers, Alcohol",6
"American, Wings, Chicken, Burgers, Alcohol",6
"Asian, Asian Fusion, Chicken",6
"American, Snacks, Desserts",6
"Chinese, Asian, Asian Fusion, Exclusive to Eats",6
"Pizza, Family Meals, American, Keto, Plant Based",6
"Desserts, Desserts, Ice cream, Ice Cream &amp; Frozen Yogurt, Ice Cream, Ice Cream + Frozen Yogurt",6
"pizza, Sandwich, Italian",6
"Asian, Asian Fusion, Comfort Food",6
"Comfort Food, American, Wings, Family Friendly, Group Friendly, Alcohol",6
"American, Barfood, Wings, Chicken, Burgers, Alcohol",6
"Asian, Juice and Smoothies, Bubble Tea",6
"Mexican, Seafood, Tacos",6
"Burgers, Sandwich, American",6
"American, Comfort Food, Deli, Convenience, Snacks, Everyday Essentials",6
"Thai, Asian, Noodles, Family Friendly, Group Friendly",6
"American, burger, Chicken, Family Meals",6
"Mexican, New Mexican, Tex Mex, Alcohol",6
"Fast Food, Seafood, Fish and Chips, American, Family Meals",6
"Japanese, Asian, Sushi, Allergy Friendly",6
"American, Desserts, Bakery",6
"Indian, Pakistani, Halal, Vegetarian",6
"Pizza, Salads, Wings",6
"Chinese, Cantonese, Asian",6
"Juice and Smoothies, Breakfast and Brunch, Vegetarian, Family Meals, Healthy",6
"PIzza, Wings, Sandwiches",6
"American, Burgers, Soul Food",6
"American, Southern, Fried Chicken, Alcohol",6
"American, Sandwich, Burgers, Fast Food, Kids Friendly",6
Spanish,6
"American, Fried Chicken, Southern, Sandwich, Fast Food, Group Friendly",6
"Sandwich, Deli, Fast Food",6
"American, Breakfast &amp; Brunch",6
"Mexican, New Mexican, Breakfast and Brunch",6
"Bakery, Cafe, Donuts",6
"American, Hot Dog, Sandwich",6
"Wings, Chicken, American, Desserts",6
"Sandwiches, American, Burgers",6
"Indian, Pakistani, Indian Curry, Chicken, Halal",6
"Salads, Pizza, Desserts, Healthy, Vegetarian Friendly, Kids Friendly",6
"Steak, American",6
"American, Bar Food, BBQ, burger, Chicken Strips, Comfort Food, Dinner, pasta, salad, Sandwich, Soup, Steak, Traditional American, wings, Family Friendly",6
"Korean, Asian, BBQ, Exclusive to Eats",6
"Wings, American, Family Meals",6
"Indian, Vegetarian, Asian, Healthy, Exclusive to Eats",6
"Convenience, Snacks, Everyday Essentials, Candy, Home &amp; Personal Care",6
"American, Burgers, Bar Food, Family Meals",6
"Bar Food, Traditional American",6
"Indian, Indian Curry, Chicken",6
"Juice and Smoothies, Desserts",6
"Bubble Tea, Juice and Smoothies, Coffee and Tea",6
"Mexican, Latin American, Family Meals",6
"Mexican, Vegetarian Friendly, Kids Friendly, Family Meals",6
"wings, American, Burgers",6
Deli,6
"Ice Cream + Frozen Yogurt, Desserts, Juice and Smoothies",6
"American, Bar Food, Burgers",6
"Mediterranean, Greek, Family Friendly",6
"Asian, Indian, Vegetarian",6
"Indian, Vegetarian",6
"Asian, Asian Fusion, Thai",6
"Breakfast and Brunch, Bakery",6
"Greek, Mediterranean, Vegetarian Friendly",6
"Deli, Salads, Sandwich, Healthy, Group Friendly",6
"Breakfast and Brunch, American, Coffee and Tea",6
Chicken,6
"Vegetarian, Indian, Healthy",6
"Pizza, Sandwich, Salads",6
"Mexican, Breakfast and Brunch, Burritos",6
"Convenience, Snacks, Everyday Essentials, Home &amp; Personal Care",6
"Snacks, Everyday Essentials, Convenience",6
"American, BBQ, Wings",6
"Sandwich, American, Exclusive to Eats",6
"Desserts, Snacks",6
"Breakfast and Brunch, Burritos, Sandwiches, American, Mexican, Comfort Food",6
"pizza, Sandwich, Salads, Healthy",6
"Alcohol, Everyday Essentials, Convenience, Grocery, Snacks",6
"American, Traditional American, Seafood",6
"Rice-bowls, Asian, Japanese, BBQ, Family Meals",6
"Breakfast and Brunch, Mexican, Tex Mex",6
"American, Sandwich, Chicken, Comfort Food, Family Meals, Fried Chicken, Family Friendly",6
"Sandwich, Deli, Salads, Healthy",6
"Pizza, American, Wings",6
"Salads, Healthy, Soup",6
"Mexican, Desserts, Fast Food",6
PIzza,6
"Mexican, Latin American, New Mexican, Seafood",6
"Asian, Chinese, Asian Fusion",6
"Fast Food, Sandwich, Family Meals",6
"Indian, Asian, Biryani",6
"Pizza, Italian, American, Wings",6
"American, Burgers, Family Meals",6
Vegan,6
"Mexican, Fast Food, Salads, Healthy",6
"Chinese, Family Meals, Family Friendly",6
"American, Sandwiches, Vegetarian",6
"Italian, Pasta, Seafood",6
"Sandwich, American, New American",6
"Indian, Vegan",6
"Mexican, Salads, Sandwich, Healthy",6
"pizza, Sandwich, Wings",6
"Everyday Essentials, Grocery, Grocery, Convenience",6
"American, Pizza, Salads, Healthy",6
"BBQ, American, Burgers, Family Friendly",6
"Pizza, Salads, Italian, Healthy",6
"Fast Food, Healthy, Juice &amp; Smoothies",6
"Mexican, Healthy",6
"American, Desserts, Healthy",6
"American, Sandwich, Snacks",6
"American, Burgers, Fast Food, Traditional American, Vegetarian Friendly",6
"Convenience, Ice Cream + Frozen Yogurt, Snacks, Alcohol, Everyday Essentials",6
"Mexican, Tacos, New Mexican",6
"Indian, Vegetarian, Chicken",6
"pizza, Sandwich, American",6
"Mexican, Latin American, Tex Mex",6
"Seafood, Burgers, American, Comfort Food",6
"Pizza, Pasta, Wings",6
"Brazilian, South American, Portuguese",6
"Pizza, Sandwiches, Salads",6
"Convenience, Alcohol, Everyday Essentials, Snacks",6
"American, Chicken Strips, Fried Chicken",6
"Chinese, Asian, Family Friendly",6
"Ice Cream &amp; Frozen Yogurt, Desserts, Comfort Food",6
"Healthy, American",6
"Japanese, Family Meals",6
"Vegan, Vegan Friendly, Vegetarian, Vegetarian Friendly, Comfort Food",6
"Italian, Pasta, Comfort Food, Alcohol",6
"Italian, Vegetarian Friendly, Pizza",6
"American, Burgers, Salads, Healthy",6
"Desserts, Pastry, Comfort Food",6
"American, Comfort Food, Snacks, Alcohol",6
"Ice Cream + Frozen Yogurt, Desserts, Family Meals",6
Salad / Sandwiches,6
"American, Sandwich, Desserts, Fast Food, Kids Friendly",6
"Indian, Vegetarian, Asian, Allergy Friendly, Healthy",6
"Desserts, Ice Cream + Frozen Yogurt, Juice and Smoothies",6
"Breakfast and Brunch, Traditional American, Family Meals",5
"American, Burgers, Vegetarian Friendly",5
"Comfort Food, American, Wings, Family Friendly, Alcohol",5
"Vietnamese, Noodles, Healthy, Group Friendly",5
"Asian Fusion, Asian, Korean, Family Meals",5
"Desserts, Bakery, Breakfast and Brunch",5
"Fast Food, Chicken, American",5
"Chinese, Chicken, Noodles",5
"American, Chicken, Salads",5
"Juice and Smoothies, Healthy, Desserts",5
"Ethiopian, Black-owned",5
"Juice and Smoothies, Breakfast and Brunch, Vegetarian, Allergy Friendly, Healthy",5
"American, Fast Food, Wings, Chicken",5
"Burgers, Sandwich",5
"Fast Food, Sandwich, American, New American",5
"American, Burgers, Fast Food, Family Meals",5
"Desserts, Exclusive to Eats",5
"Gourmet, Comfort Food, European",5
"Salads, Sandwich, Deli, Healthy",5
"Indian, Vegetarian, Pakistani, Indian Curry, Healthy",5
"Sandwich, Deli, Comfort Food",5
"Japanese, Chinese, Family Friendly",5
"American, Burgers, Family Friendly",5
"Drinks, Turkish",5
"Pizza, Salads, Sandwich, Healthy",5
Drinks,5
"Chinese, Seafood, Noodles",5
"Vegetarian, Vegan, Indian, Pakistani, Indian Curry",5
"American, Burgers, Sandwiches, Wings, Salads",5
"American, Burgers, Salads, Healthy, Family Friendly, Comfort Food, Pasta, Sandwiches, Steak, Wings",5
"Mexican, Breakfast and Brunch, Burritos, Alcohol",5
"pizza, Sandwich, Desserts",5
"Hawaiian, Japanese, Poke, Alcohol",5
"American, Steak, Sandwich, Fast Food, Soul Food",5
"Indian, Pakistani",5
"Asian, Desserts, Juice and Smoothies, Family Meals",5
"Indian, Vegan, Vegetarian, Asian, Pakistani, Gluten Free, Indian Curry",5
"Pizza, Desserts",5
"Breakfast and Brunch, Desserts, Bakery",5
"American, Family Meals, Fish and Chips, Seafood, Chicken",5
"Mexican, Seafood, Desserts",5
"Bakery, Desserts, Fast Food",5
"Sandwich, Fast Food, burger, Hot Dog, American",5
"Mexican, Latin American, New Mexican, Tacos",5
"Burgers, Pizza, Wings",5
"Healthy, Mexican, Burritos",5
"Mexican, Tacos, Chicken, Family Friendly",5
"Sandwich, American, Desserts",5
"Pizza, Wings, Salads, Sandwiches, Desserts, American, Italian, Family Friendly, Local Specialities",5
"Caribbean, Seafood, Latin American, Exclusive to Eats",5
"Sandwich, Salads, American",5
